logTimeStamp,logId,rel_time_ms,remote->local,log_id,tcp_profile,dyn_cwnd_gain_flag,ack_aggr_flag,high_pkt_loss_ss_flag,high_rtt_threshold_flag,high_pkt_loss_download_flag,logging_flag,rsvdflags,loss_threshold,accl_flags,dn_buff_clamp,initial_cwnd,max_rtt,cwnd_gain_factor,high_rtt_threshold_ss,uplink_buffer_size,downlink_buffer_size,mss,midflow_info,gnMinRtt,pktsAcked,pktsInflight,dynamic_cwnd_gain,ack_aggregation,loss_in_download,high_rtt_threshold_download,loss_threshold,loss_in_startup,accel_flags,cwnd_clamp,init_cwnd,max_rtt,cwnd_gain,high_rtt_threshold_startup,dynamic_pacing_boost_enabled,dynamic_pacing_boost_max_cycle,dynamic_pacing_boost_gain,cwnd_reduction[0],cwnd_reduction[1],cwnd_reduction[2],cwnd_reduction[3],cwnd_clamp_hi[0],cwnd_clamp_hi[1],cwnd_clamp_hi[2],cwnd_clamp_hi[3],cwnd,pacing_rate,snd_wnd
06:57:45,1,0,49669->443,MID_FLOW_INIT:0x2ba0a4bc8030,0x2b9bec5810c0,1,1,1,1,1,0,0,12,0,724,44,490,512,300,0,0,0,0x2b9bec5811f8,121,0,0,1,1,1,1,12,1,0,1049800,44,490,512,300,1,6,640,0,0,0,0,0,0,0,0,63800,1522136,29312
